Date,Season,Matchday,HomeTeam,AwayTeam,FTHG,FTAG
2018-08-24,2018/2019,1,Bayern Munich,Hoffenheim,3,1
2018-08-25,2018/2019,1,Fortuna Dusseldorf,Augsburg,1,2
2018-08-25,2018/2019,1,Freiburg,Ein Frankfurt,0,2
2018-08-25,2018/2019,1,Hertha,Nurnberg,1,0
2018-08-25,2018/2019,1,M'gladbach,Leverkusen,2,0
2018-08-25,2018/2019,1,Werder Bremen,Hannover,1,1
2018-08-25,2018/2019,1,Wolfsburg,Schalke 04,2,1
2018-08-26,2018/2019,1,Mainz,Stuttgart,1,0
2018-08-26,2018/2019,1,Dortmund,RB Leipzig,4,1
2018-08-31,2018/2019,2,Hannover,Dortmund,0,0
2018-09-01,2018/2019,2,Augsburg,M'gladbach,1,1
2018-09-01,2018/2019,2,Ein Frankfurt,Werder Bremen,1,2
2018-09-01,2018/2019,2,Hoffenheim,Freiburg,3,1
2018-09-01,2018/2019,2,Leverkusen,Wolfsburg,1,3
2018-09-01,2018/2019,2,Nurnberg,Mainz,1,1
2018-09-01,2018/2019,2,Stuttgart,Bayern Munich,0,3
2018-09-02,2018/2019,2,RB Leipzig,Fortuna Dusseldorf,1,1
2018-09-02,2018/2019,2,Schalke 04,Hertha,0,2
2018-09-14,2018/2019,3,Dortmund,Ein Frankfurt,3,1
2018-09-15,2018/2019,3,Bayern Munich,Leverkusen,3,1
2018-09-15,2018/2019,3,Fortuna Dusseldorf,Hoffenheim,2,1
2018-09-15,2018/2019,3,Mainz,Augsburg,2,1
2018-09-15,2018/2019,3,M'gladbach,Schalke 04,2,1
2018-09-15,2018/2019,3,RB Leipzig,Hannover,3,2
2018-09-15,2018/2019,3,Wolfsburg,Hertha,2,2
2018-09-16,2018/2019,3,Freiburg,Stuttgart,3,3
2018-09-16,2018/2019,3,Werder Bremen,Nurnberg,1,1
2018-09-21,2018/2019,4,Stuttgart,Fortuna Dusseldorf,0,0
2018-09-22,2018/2019,4,Wolfsburg,Freiburg,1,3
2018-09-22,2018/2019,4,Schalke 04,Bayern Munich,0,2
2018-09-22,2018/2019,4,Nurnberg,Hannover,2,0
2018-09-22,2018/2019,4,Augsburg,Werder Bremen,2,3
2018-09-22,2018/2019,4,Hertha,M'gladbach,4,2
2018-09-22,2018/2019,4,Hoffenheim,Dortmund,1,1
2018-09-23,2018/2019,4,Ein Frankfurt,RB Leipzig,1,1
2018-09-23,2018/2019,4,Leverkusen,Mainz,1,0
2018-09-25,2018/2019,5,Werder Bremen,Hertha,3,1
2018-09-25,2018/2019,5,Hannover,Hoffenheim,1,3
2018-09-25,2018/2019,5,Freiburg,Schalke 04,1,0
2018-09-25,2018/2019,5,Bayern Munich,Augsburg,1,1
2018-09-26,2018/2019,5,Dortmund,Nurnberg,7,0
2018-09-26,2018/2019,5,Fortuna Dusseldorf,Leverkusen,1,2
2018-09-26,2018/2019,5,Mainz,Wolfsburg,0,0
2018-09-26,2018/2019,5,M'gladbach,Ein Frankfurt,3,1
2018-09-26,2018/2019,5,RB Leipzig,Stuttgart,2,0
2018-09-28,2018/2019,6,Hertha,Bayern Munich,2,0
2018-09-29,2018/2019,6,Wolfsburg,M'gladbach,2,2
2018-09-29,2018/2019,6,Stuttgart,Werder Bremen,2,1
2018-09-29,2018/2019,6,Schalke 04,Mainz,1,0
2018-09-29,2018/2019,6,Leverkusen,Dortmund,2,4
2018-09-29,2018/2019,6,Hoffenheim,RB Leipzig,1,2
2018-09-29,2018/2019,6,Nurnberg,Fortuna Dusseldorf,3,0
2018-09-30,2018/2019,6,Augsburg,Freiburg,4,1
2018-09-30,2018/2019,6,Ein Frankfurt,Hannover,4,1
2018-10-05,2018/2019,7,Werder Bremen,Wolfsburg,2,0
2018-10-06,2018/2019,7,Mainz,Hertha,0,0
2018-10-06,2018/2019,7,Hannover,Stuttgart,3,1
2018-10-06,2018/2019,7,Dortmund,Augsburg,4,3
2018-10-06,2018/2019,7,Bayern Munich,M'gladbach,0,3
2018-10-06,2018/2019,7,Fortuna Dusseldorf,Schalke 04,0,2
2018-10-07,2018/2019,7,Freiburg,Leverkusen,0,0
2018-10-07,2018/2019,7,Hoffenheim,Ein Frankfurt,1,2
2018-10-07,2018/2019,7,RB Leipzig,Nurnberg,6,0
2018-10-19,2018/2019,8,Ein Frankfurt,Fortuna Dusseldorf,7,1
2018-10-20,2018/2019,8,Nurnberg,Hoffenheim,1,3
2018-10-20,2018/2019,8,Augsburg,RB Leipzig,0,0
2018-10-20,2018/2019,8,Leverkusen,Hannover,2,2
2018-10-20,2018/2019,8,Schalke 04,Werder Bremen,0,2
2018-10-20,2018/2019,8,Stuttgart,Dortmund,0,4
2018-10-20,2018/2019,8,Wolfsburg,Bayern Munich,1,3
2018-10-21,2018/2019,8,Hertha,Freiburg,1,1
2018-10-21,2018/2019,8,M'gladbach,Mainz,4,0
2018-10-26,2018/2019,9,Freiburg,M'gladbach,3,1
2018-10-27,2018/2019,9,Mainz,Bayern Munich,1,2
2018-10-27,2018/2019,9,Hoffenheim,Stuttgart,4,0
2018-10-27,2018/2019,9,Hannover,Augsburg,1,2
2018-10-27,2018/2019,9,Fortuna Dusseldorf,Wolfsburg,0,3
2018-10-27,2018/2019,9,Dortmund,Hertha,2,2
2018-10-28,2018/2019,9,Nurnberg,Ein Frankfurt,1,1
2018-10-28,2018/2019,9,RB Leipzig,Schalke 04,0,0
2018-10-28,2018/2019,9,Werder Bremen,Leverkusen,2,6
2018-11-02,2018/2019,10,Stuttgart,Ein Frankfurt,0,3
2018-11-03,2018/2019,10,Wolfsburg,Dortmund,0,1
2018-11-03,2018/2019,10,Schalke 04,Hannover,3,1
2018-11-03,2018/2019,10,Leverkusen,Hoffenheim,1,4
2018-11-03,2018/2019,10,Hertha,RB Leipzig,0,3
2018-11-03,2018/2019,10,Bayern Munich,Freiburg,1,1
2018-11-03,2018/2019,10,Augsburg,Nurnberg,2,2
2018-11-04,2018/2019,10,Mainz,Werder Bremen,2,1
2018-11-04,2018/2019,10,M'gladbach,Fortuna Dusseldorf,3,0
2018-11-09,2018/2019,11,Hannover,Wolfsburg,2,1
2018-11-10,2018/2019,11,Werder Bremen,M'gladbach,1,3
2018-11-10,2018/2019,11,Nurnberg,Stuttgart,0,2
2018-11-10,2018/2019,11,Hoffenheim,Augsburg,2,1
2018-11-10,2018/2019,11,Freiburg,Mainz,1,3
2018-11-10,2018/2019,11,Fortuna Dusseldorf,Hertha,4,1
2018-11-10,2018/2019,11,Dortmund,Bayern Munich,3,2
2018-11-11,2018/2019,11,Ein Frankfurt,Schalke 04,3,0
2018-11-11,2018/2019,11,RB Leipzig,Leverkusen,3,0
2018-11-23,2018/2019,12,Leverkusen,Stuttgart,2,0
2018-11-24,2018/2019,12,Augsburg,Ein Frankfurt,1,3
2018-11-24,2018/2019,12,Bayern Munich,Fortuna Dusseldorf,3,3
2018-11-24,2018/2019,12,Hertha,Hoffenheim,3,3
2018-11-24,2018/2019,12,Mainz,Dortmund,1,2
2018-11-24,2018/2019,12,Schalke 04,Nurnberg,5,2
2018-11-24,2018/2019,12,Wolfsburg,RB Leipzig,1,0
2018-11-25,2018/2019,12,Freiburg,Werder Bremen,1,1
2018-11-25,2018/2019,12,M'gladbach,Hannover,4,1
2018-11-30,2018/2019,13,Fortuna Dusseldorf,Mainz,0,1
2018-12-01,2018/2019,13,Stuttgart,Augsburg,1,0
2018-12-01,2018/2019,13,Hoffenheim,Schalke 04,1,1
2018-12-01,2018/2019,13,Werder Bremen,Bayern Munich,1,2
2018-12-01,2018/2019,13,Dortmund,Freiburg,2,0
2018-12-01,2018/2019,13,Hannover,Hertha,0,2
2018-12-02,2018/2019,13,Ein Frankfurt,Wolfsburg,1,2
2018-12-02,2018/2019,13,RB Leipzig,M'gladbach,2,0
2018-12-03,2018/2019,13,Nurnberg,Leverkusen,1,1
2018-12-07,2018/2019,14,Werder Bremen,Fortuna Dusseldorf,3,1
2018-12-08,2018/2019,14,Wolfsburg,Hoffenheim,2,2
2018-12-08,2018/2019,14,Schalke 04,Dortmund,1,2
2018-12-08,2018/2019,14,Leverkusen,Augsburg,1,0
2018-12-08,2018/2019,14,Hertha,Ein Frankfurt,1,0
2018-12-08,2018/2019,14,Bayern Munich,Nurnberg,3,0
2018-12-08,2018/2019,14,Freiburg,RB Leipzig,3,0
2018-12-09,2018/2019,14,Mainz,Hannover,1,1
2018-12-09,2018/2019,14,M'gladbach,Stuttgart,3,0
2018-12-14,2018/2019,15,Nurnberg,Wolfsburg,0,2
2018-12-15,2018/2019,15,Stuttgart,Hertha,2,1
2018-12-15,2018/2019,15,Hannover,Bayern Munich,0,4
2018-12-15,2018/2019,15,Hoffenheim,M'gladbach,0,0
2018-12-15,2018/2019,15,Dortmund,Werder Bremen,2,1
2018-12-15,2018/2019,15,Augsburg,Schalke 04,1,1
2018-12-15,2018/2019,15,Fortuna Dusseldorf,Freiburg,2,0
2018-12-16,2018/2019,15,Ein Frankfurt,Leverkusen,2,1
2018-12-16,2018/2019,15,RB Leipzig,Mainz,4,1
2018-12-18,2018/2019,16,Fortuna Dusseldorf,Dortmund,2,1
2018-12-18,2018/2019,16,Hertha,Augsburg,2,2
2018-12-18,2018/2019,16,M'gladbach,Nurnberg,2,0
2018-12-18,2018/2019,16,Wolfsburg,Stuttgart,2,0
2018-12-19,2018/2019,16,Werder Bremen,Hoffenheim,1,1
2018-12-19,2018/2019,16,Schalke 04,Leverkusen,1,2
2018-12-19,2018/2019,16,Freiburg,Hannover,1,1
2018-12-19,2018/2019,16,Bayern Munich,RB Leipzig,1,0
2018-12-19,2018/2019,16,Mainz,Ein Frankfurt,2,2
2018-12-21,2018/2019,17,Dortmund,M'gladbach,2,1
2018-12-22,2018/2019,17,RB Leipzig,Werder Bremen,3,2
2018-12-22,2018/2019,17,Ein Frankfurt,Bayern Munich,0,3
2018-12-22,2018/2019,17,Hannover,Fortuna Dusseldorf,0,1
2018-12-22,2018/2019,17,Leverkusen,Hertha,3,1
2018-12-22,2018/2019,17,Nurnberg,Freiburg,0,1
2018-12-22,2018/2019,17,Stuttgart,Schalke 04,1,3
2018-12-23,2018/2019,17,Hoffenheim,Mainz,1,1
2018-12-23,2018/2019,17,Augsburg,Wolfsburg,2,3
2019-01-18,2018/2019,18,Hoffenheim,Bayern Munich,1,3
2019-01-19,2018/2019,18,Augsburg,Fortuna Dusseldorf,1,2
2019-01-19,2018/2019,18,Ein Frankfurt,Freiburg,3,1
2019-01-19,2018/2019,18,Hannover,Werder Bremen,0,1
2019-01-19,2018/2019,18,Leverkusen,M'gladbach,0,1
2019-01-19,2018/2019,18,RB Leipzig,Dortmund,0,1
2019-01-19,2018/2019,18,Stuttgart,Mainz,2,3
2019-01-20,2018/2019,18,Schalke 04,Wolfsburg,2,1
2019-01-20,2018/2019,18,Nurnberg,Hertha,1,3
2019-01-25,2018/2019,19,Hertha,Schalke 04,2,2
2019-01-26,2018/2019,19,Dortmund,Hannover,5,1
2019-01-26,2018/2019,19,Freiburg,Hoffenheim,2,4
2019-01-26,2018/2019,19,Mainz,Nurnberg,2,1
2019-01-26,2018/2019,19,M'gladbach,Augsburg,2,0
2019-01-26,2018/2019,19,Werder Bremen,Ein Frankfurt,2,2
2019-01-26,2018/2019,19,Wolfsburg,Leverkusen,0,3
2019-01-27,2018/2019,19,Fortuna Dusseldorf,RB Leipzig,0,4
2019-01-27,2018/2019,19,Bayern Munich,Stuttgart,4,1
2019-02-01,2018/2019,20,Hannover,RB Leipzig,0,3
2019-02-02,2018/2019,20,Ein Frankfurt,Dortmund,1,1
2019-02-02,2018/2019,20,Hertha,Wolfsburg,0,1
2019-02-02,2018/2019,20,Hoffenheim,Fortuna Dusseldorf,1,1
2019-02-02,2018/2019,20,Leverkusen,Bayern Munich,3,1
2019-02-02,2018/2019,20,Nurnberg,Werder Bremen,1,1
2019-02-02,2018/2019,20,Schalke 04,M'gladbach,0,2
2019-02-03,2018/2019,20,Stuttgart,Freiburg,2,2
2019-02-03,2018/2019,20,Augsburg,Mainz,3,0
2019-02-08,2018/2019,21,Mainz,Leverkusen,1,5
2019-02-09,2018/2019,21,Bayern Munich,Schalke 04,3,1
2019-02-09,2018/2019,21,Dortmund,Hoffenheim,3,3
2019-02-09,2018/2019,21,Freiburg,Wolfsburg,3,3
2019-02-09,2018/2019,21,Hannover,Nurnberg,2,0
2019-02-09,2018/2019,21,M'gladbach,Hertha,0,3
2019-02-09,2018/2019,21,RB Leipzig,Ein Frankfurt,0,0
2019-02-10,2018/2019,21,Fortuna Dusseldorf,Stuttgart,3,0
2019-02-10,2018/2019,21,Werder Bremen,Augsburg,4,0
2019-02-15,2018/2019,22,Augsburg,Bayern Munich,2,3
2019-02-16,2018/2019,22,Hertha,Werder Bremen,1,1
2019-02-16,2018/2019,22,Hoffenheim,Hannover,3,0
2019-02-16,2018/2019,22,Schalke 04,Freiburg,0,0
2019-02-16,2018/2019,22,Stuttgart,RB Leipzig,1,3
2019-02-16,2018/2019,22,Wolfsburg,Mainz,3,0
2019-02-17,2018/2019,22,Ein Frankfurt,M'gladbach,1,1
2019-02-17,2018/2019,22,Leverkusen,Fortuna Dusseldorf,2,0
2019-02-18,2018/2019,22,Nurnberg,Dortmund,0,0
2019-02-22,2018/2019,23,Werder Bremen,Stuttgart,1,1
2019-02-23,2018/2019,23,M'gladbach,Wolfsburg,0,3
2019-02-23,2018/2019,23,Mainz,Schalke 04,3,0
2019-02-23,2018/2019,23,Fortuna Dusseldorf,Nurnberg,2,1
2019-02-23,2018/2019,23,Bayern Munich,Hertha,1,0
2019-02-23,2018/2019,23,Freiburg,Augsburg,5,1
2019-02-24,2018/2019,23,Dortmund,Leverkusen,3,2
2019-02-24,2018/2019,23,Hannover,Ein Frankfurt,0,3
2019-02-25,2018/2019,23,RB Leipzig,Hoffenheim,1,1
2019-03-01,2018/2019,24,Augsburg,Dortmund,2,1
2019-03-02,2018/2019,24,Nurnberg,RB Leipzig,0,1
2019-03-02,2018/2019,24,Schalke 04,Fortuna Dusseldorf,0,4
2019-03-02,2018/2019,24,M'gladbach,Bayern Munich,1,5
2019-03-02,2018/2019,24,Ein Frankfurt,Hoffenheim,3,2
2019-03-02,2018/2019,24,Hertha,Mainz,2,1
2019-03-02,2018/2019,24,Leverkusen,Freiburg,2,0
2019-03-03,2018/2019,24,Stuttgart,Hannover,5,1
2019-03-03,2018/2019,24,Wolfsburg,Werder Bremen,1,1
2019-03-08,2018/2019,25,Werder Bremen,Schalke 04,4,2
2019-03-09,2018/2019,25,Bayern Munich,Wolfsburg,6,0
2019-03-09,2018/2019,25,Dortmund,Stuttgart,3,1
2019-03-09,2018/2019,25,Freiburg,Hertha,2,1
2019-03-09,2018/2019,25,Mainz,M'gladbach,0,1
2019-03-09,2018/2019,25,RB Leipzig,Augsburg,0,0
2019-03-10,2018/2019,25,Hannover,Leverkusen,2,3
2019-03-10,2018/2019,25,Hoffenheim,Nurnberg,2,1
2019-03-11,2018/2019,25,Fortuna Dusseldorf,Ein Frankfurt,0,3
2019-03-15,2018/2019,26,M'gladbach,Freiburg,1,1
2019-03-16,2018/2019,26,Stuttgart,Hoffenheim,1,1
2019-03-16,2018/2019,26,Wolfsburg,Fortuna Dusseldorf,5,2
2019-03-16,2018/2019,26,Schalke 04,RB Leipzig,0,1
2019-03-16,2018/2019,26,Augsburg,Hannover,3,1
2019-03-16,2018/2019,26,Hertha,Dortmund,2,3
2019-03-17,2018/2019,26,Bayern Munich,Mainz,6,0
2019-03-17,2018/2019,26,Ein Frankfurt,Nurnberg,1,0
2019-03-17,2018/2019,26,Leverkusen,Werder Bremen,1,3
2019-03-29,2018/2019,27,Hoffenheim,Leverkusen,4,1
2019-03-30,2018/2019,27,Dortmund,Wolfsburg,2,0
2019-03-30,2018/2019,27,Fortuna Dusseldorf,M'gladbach,3,1
2019-03-30,2018/2019,27,Freiburg,Bayern Munich,1,1
2019-03-30,2018/2019,27,Nurnberg,Augsburg,3,0
2019-03-30,2018/2019,27,RB Leipzig,Hertha,5,0
2019-03-30,2018/2019,27,Werder Bremen,Mainz,3,1
2019-03-31,2018/2019,27,Ein Frankfurt,Stuttgart,3,0
2019-03-31,2018/2019,27,Hannover,Schalke 04,0,1
2019-04-05,2018/2019,28,Mainz,Freiburg,5,0
2019-04-06,2018/2019,28,Wolfsburg,Hannover,3,1
2019-04-06,2018/2019,28,Stuttgart,Nurnberg,1,1
2019-04-06,2018/2019,28,Schalke 04,Ein Frankfurt,1,2
2019-04-06,2018/2019,28,Leverkusen,RB Leipzig,2,4
2019-04-06,2018/2019,28,Bayern Munich,Dortmund,5,0
2019-04-06,2018/2019,28,Hertha,Fortuna Dusseldorf,1,2
2019-04-07,2018/2019,28,Augsburg,Hoffenheim,0,4
2019-04-07,2018/2019,28,M'gladbach,Werder Bremen,1,1
2019-04-12,2018/2019,29,Nurnberg,Schalke 04,1,1
2019-04-13,2018/2019,29,Dortmund,Mainz,2,1
2019-04-13,2018/2019,29,Hannover,M'gladbach,0,1
2019-04-13,2018/2019,29,RB Leipzig,Wolfsburg,2,0
2019-04-13,2018/2019,29,Stuttgart,Leverkusen,0,1
2019-04-13,2018/2019,29,Werder Bremen,Freiburg,2,1
2019-04-14,2018/2019,29,Ein Frankfurt,Augsburg,1,3
2019-04-14,2018/2019,29,Fortuna Dusseldorf,Bayern Munich,1,4
2019-04-14,2018/2019,29,Hoffenheim,Hertha,2,0
2019-04-20,2018/2019,30,M'gladbach,RB Leipzig,1,2
2019-04-20,2018/2019,30,Schalke 04,Hoffenheim,2,5
2019-04-20,2018/2019,30,Mainz,Fortuna Dusseldorf,3,1
2019-04-20,2018/2019,30,Bayern Munich,Werder Bremen,1,0
2019-04-20,2018/2019,30,Leverkusen,Nurnberg,2,0
2019-04-20,2018/2019,30,Augsburg,Stuttgart,6,0
2019-04-21,2018/2019,30,Freiburg,Dortmund,0,4
2019-04-21,2018/2019,30,Hertha,Hannover,0,0
2019-04-22,2018/2019,30,Wolfsburg,Ein Frankfurt,1,1
2019-04-26,2018/2019,31,Augsburg,Leverkusen,1,4
2019-04-27,2018/2019,31,Dortmund,Schalke 04,2,4
2019-04-27,2018/2019,31,Fortuna Dusseldorf,Werder Bremen,4,1
2019-04-27,2018/2019,31,Hannover,Mainz,1,0
2019-04-27,2018/2019,31,RB Leipzig,Freiburg,2,1
2019-04-27,2018/2019,31,Stuttgart,M'gladbach,1,0
2019-04-27,2018/2019,31,Ein Frankfurt,Hertha,0,0
2019-04-28,2018/2019,31,Hoffenheim,Wolfsburg,1,4
2019-04-28,2018/2019,31,Nurnberg,Bayern Munich,1,1
2019-05-03,2018/2019,32,Mainz,RB Leipzig,3,3
2019-05-04,2018/2019,32,Wolfsburg,Nurnberg,2,0
2019-05-04,2018/2019,32,Werder Bremen,Dortmund,2,2
2019-05-04,2018/2019,32,Hertha,Stuttgart,3,1
2019-05-04,2018/2019,32,Bayern Munich,Hannover,3,1
2019-05-04,2018/2019,32,M'gladbach,Hoffenheim,2,2
2019-05-05,2018/2019,32,Freiburg,Fortuna Dusseldorf,1,1
2019-05-05,2018/2019,32,Leverkusen,Ein Frankfurt,6,1
2019-05-05,2018/2019,32,Schalke 04,Augsburg,0,0
2019-05-11,2018/2019,33,Stuttgart,Wolfsburg,3,0
2019-05-11,2018/2019,33,RB Leipzig,Bayern Munich,0,0
2019-05-11,2018/2019,33,Nurnberg,M'gladbach,0,4
2019-05-11,2018/2019,33,Leverkusen,Schalke 04,1,1
2019-05-11,2018/2019,33,Hoffenheim,Werder Bremen,0,1
2019-05-11,2018/2019,33,Dortmund,Fortuna Dusseldorf,3,2
2019-05-11,2018/2019,33,Augsburg,Hertha,3,4
2019-05-11,2018/2019,33,Hannover,Freiburg,3,0
2019-05-12,2018/2019,33,Ein Frankfurt,Mainz,0,2
2019-05-18,2018/2019,34,M'gladbach,Dortmund,0,2
2019-05-18,2018/2019,34,Schalke 04,Stuttgart,0,0
2019-05-18,2018/2019,34,Mainz,Hoffenheim,4,2
2019-05-18,2018/2019,34,Werder Bremen,RB Leipzig,2,1
2019-05-18,2018/2019,34,Freiburg,Nurnberg,5,1
2019-05-18,2018/2019,34,Fortuna Dusseldorf,Hannover,2,1
2019-05-18,2018/2019,34,Bayern Munich,Ein Frankfurt,5,1
2019-05-18,2018/2019,34,Hertha,Leverkusen,1,5
2019-05-18,2018/2019,34,Wolfsburg,Augsburg,8,1
2019-08-16,2019/2020,1,Bayern Munich,Hertha,2,2
2019-08-17,2019/2020,1,Dortmund,Augsburg,5,1
2019-08-17,2019/2020,1,Freiburg,Mainz,3,0
2019-08-17,2019/2020,1,Leverkusen,Paderborn,3,2
2019-08-17,2019/2020,1,Werder Bremen,Fortuna Dusseldorf,1,3
2019-08-17,2019/2020,1,Wolfsburg,FC Koln,2,1
2019-08-17,2019/2020,1,M'gladbach,Schalke 04,0,0
2019-08-18,2019/2020,1,Ein Frankfurt,Hoffenheim,1,0
2019-08-18,2019/2020,1,Union Berlin,RB Leipzig,0,4
2019-08-23,2019/2020,2,FC Koln,Dortmund,1,3
2019-08-24,2019/2020,2,Schalke 04,Bayern Munich,0,3
2019-08-24,2019/2020,2,Paderborn,Freiburg,1,3
2019-08-24,2019/2020,2,Mainz,M'gladbach,1,3
2019-08-24,2019/2020,2,Augsburg,Union Berlin,1,1
2019-08-24,2019/2020,2,Fortuna Dusseldorf,Leverkusen,1,3
2019-08-24,2019/2020,2,Hoffenheim,Werder Bremen,3,2
2019-08-25,2019/2020,2,RB Leipzig,Ein Frankfurt,2,1
2019-08-25,2019/2020,2,Hertha,Wolfsburg,0,3
2019-08-30,2019/2020,3,M'gladbach,RB Leipzig,1,3
2019-08-31,2019/2020,3,Wolfsburg,Paderborn,1,1
2019-08-31,2019/2020,3,Union Berlin,Dortmund,3,1
2019-08-31,2019/2020,3,Schalke 04,Hertha,3,0
2019-08-31,2019/2020,3,Bayern Munich,Mainz,6,1
2019-08-31,2019/2020,3,Freiburg,FC Koln,1,2
2019-08-31,2019/2020,3,Leverkusen,Hoffenheim,0,0
2019-09-01,2019/2020,3,Werder Bremen,Augsburg,3,2
2019-09-01,2019/2020,3,Ein Frankfurt,Fortuna Dusseldorf,2,1
2019-09-13,2019/2020,4,Fortuna Dusseldorf,Wolfsburg,1,1
2019-09-14,2019/2020,4,Augsburg,Ein Frankfurt,2,1
2019-09-14,2019/2020,4,Dortmund,Leverkusen,4,0
2019-09-14,2019/2020,4,FC Koln,M'gladbach,0,1
2019-09-14,2019/2020,4,Mainz,Hertha,2,1
2019-09-14,2019/2020,4,Union Berlin,Werder Bremen,1,2
2019-09-14,2019/2020,4,RB Leipzig,Bayern Munich,1,1
2019-09-15,2019/2020,4,Hoffenheim,Freiburg,0,3
2019-09-15,2019/2020,4,Paderborn,Schalke 04,1,5
2019-09-20,2019/2020,5,Schalke 04,Mainz,2,1
2019-09-21,2019/2020,5,Werder Bremen,RB Leipzig,0,3
2019-09-21,2019/2020,5,Leverkusen,Union Berlin,2,0
2019-09-21,2019/2020,5,Bayern Munich,FC Koln,4,0
2019-09-21,2019/2020,5,Freiburg,Augsburg,1,1
2019-09-21,2019/2020,5,Hertha,Paderborn,2,1
2019-09-22,2019/2020,5,M'gladbach,Fortuna Dusseldorf,2,1
2019-09-22,2019/2020,5,Ein Frankfurt,Dortmund,2,2
2019-09-23,2019/2020,5,Wolfsburg,Hoffenheim,1,1
2019-09-27,2019/2020,6,Union Berlin,Ein Frankfurt,1,2
2019-09-28,2019/2020,6,Augsburg,Leverkusen,0,3
2019-09-28,2019/2020,6,Hoffenheim,M'gladbach,0,3
2019-09-28,2019/2020,6,Paderborn,Bayern Munich,2,3
2019-09-28,2019/2020,6,RB Leipzig,Schalke 04,1,3
2019-09-28,2019/2020,6,Dortmund,Werder Bremen,2,2
2019-09-28,2019/2020,6,Mainz,Wolfsburg,0,1
2019-09-29,2019/2020,6,Fortuna Dusseldorf,Freiburg,1,2
2019-09-29,2019/2020,6,FC Koln,Hertha,0,4
2019-10-04,2019/2020,7,Hertha,Fortuna Dusseldorf,3,1
2019-10-05,2019/2020,7,Paderborn,Mainz,1,2
2019-10-05,2019/2020,7,Schalke 04,FC Koln,1,1
2019-10-05,2019/2020,7,Leverkusen,RB Leipzig,1,1
2019-10-05,2019/2020,7,Bayern Munich,Hoffenheim,1,2
2019-10-05,2019/2020,7,Freiburg,Dortmund,2,2
2019-10-06,2019/2020,7,M'gladbach,Augsburg,5,1
2019-10-06,2019/2020,7,Wolfsburg,Union Berlin,1,0
2019-10-06,2019/2020,7,Ein Frankfurt,Werder Bremen,2,2
2019-10-18,2019/2020,8,Ein Frankfurt,Leverkusen,3,0
2019-10-19,2019/2020,8,Dortmund,M'gladbach,1,0
2019-10-19,2019/2020,8,Werder Bremen,Hertha,1,1
2019-10-19,2019/2020,8,Union Berlin,Freiburg,2,0
2019-10-19,2019/2020,8,RB Leipzig,Wolfsburg,1,1
2019-10-19,2019/2020,8,Augsburg,Bayern Munich,2,2
2019-10-19,2019/2020,8,Fortuna Dusseldorf,Mainz,1,0
2019-10-20,2019/2020,8,FC Koln,Paderborn,3,0
2019-10-20,2019/2020,8,Hoffenheim,Schalke 04,2,0
