Date,Season,Matchday,HomeTeam,AwayTeam,FTHG,FTAG
2021-01-19,2020/2021,17,Leverkusen,Dortmund,2,1
2021-01-19,2020/2021,17,M'gladbach,Werder Bremen,1,0
2021-01-19,2020/2021,17,Mainz,Wolfsburg,0,2
2021-01-20,2020/2021,17,Freiburg,Ein Frankfurt,2,2
2021-01-20,2020/2021,17,Bielefeld,Stuttgart,3,0
2021-01-20,2020/2021,17,RB Leipzig,Union Berlin,1,0
2021-01-20,2020/2021,17,Schalke 04,FC Koln,1,2
2021-01-20,2020/2021,17,Augsburg,Bayern Munich,0,1
2021-01-22,2020/2021,18,M'gladbach,Dortmund,4,2
2021-01-23,2020/2021,18,Augsburg,Union Berlin,2,1
2021-01-23,2020/2021,18,Bielefeld,Ein Frankfurt,1,5
2021-01-23,2020/2021,18,Freiburg,Stuttgart,2,1
2021-01-23,2020/2021,18,Leverkusen,Wolfsburg,0,1
2021-01-23,2020/2021,18,Mainz,RB Leipzig,3,2
2021-01-23,2020/2021,18,Hertha,Werder Bremen,1,4
2021-01-24,2020/2021,18,Hoffenheim,FC Koln,3,0
2021-01-24,2020/2021,18,Schalke 04,Bayern Munich,0,4
2021-01-29,2020/2021,19,Stuttgart,Mainz,2,0
2021-01-30,2020/2021,19,Bayern Munich,Hoffenheim,4,1
2021-01-30,2020/2021,19,Dortmund,Augsburg,3,1
2021-01-30,2020/2021,19,Ein Frankfurt,Hertha,3,1
2021-01-30,2020/2021,19,Union Berlin,M'gladbach,1,1
2021-01-30,2020/2021,19,Werder Bremen,Schalke 04,1,1
2021-01-30,2020/2021,19,RB Leipzig,Leverkusen,1,0
2021-01-31,2020/2021,19,FC Koln,Bielefeld,3,1
2021-01-31,2020/2021,19,Wolfsburg,Freiburg,3,0
2021-02-05,2020/2021,20,Hertha,Bayern Munich,0,1
2021-02-06,2020/2021,20,Augsburg,Wolfsburg,0,2
2021-02-06,2020/2021,20,Freiburg,Dortmund,2,1
2021-02-06,2020/2021,20,Leverkusen,Stuttgart,5,2
2021-02-06,2020/2021,20,Mainz,Union Berlin,1,0
2021-02-06,2020/2021,20,Schalke 04,RB Leipzig,0,3
2021-02-06,2020/2021,20,M'gladbach,FC Koln,1,2
2021-02-07,2020/2021,20,Hoffenheim,Ein Frankfurt,1,3
2021-02-12,2020/2021,20,RB Leipzig,Augsburg,2,1
2021-02-13,2020/2021,21,Union Berlin,Schalke 04,0,0
2021-02-13,2020/2021,21,Werder Bremen,Freiburg,0,0
2021-02-13,2020/2021,21,Leverkusen,Mainz,2,2
2021-02-13,2020/2021,21,Dortmund,Hoffenheim,2,2
2021-02-13,2020/2021,21,Stuttgart,Hertha,1,1
2021-02-14,2020/2021,21,Ein Frankfurt,FC Koln,2,0
2021-02-14,2020/2021,21,Wolfsburg,M'gladbach,0,0
2021-02-15,2020/2021,21,Bayern Munich,Bielefeld,3,3
2021-02-19,2020/2021,21,Bielefeld,Wolfsburg,0,3
2021-02-20,2020/2021,22,Schalke 04,Dortmund,0,4
2021-02-20,2020/2021,22,M'gladbach,Mainz,1,2
2021-02-20,2020/2021,22,FC Koln,Stuttgart,0,1
2021-02-20,2020/2021,22,Ein Frankfurt,Bayern Munich,2,1
2021-02-20,2020/2021,22,Freiburg,Union Berlin,0,1
2021-02-21,2020/2021,22,Augsburg,Leverkusen,1,1
2021-02-21,2020/2021,22,Hertha,RB Leipzig,0,3
2021-02-21,2020/2021,22,Hoffenheim,Werder Bremen,4,0
2021-02-26,2020/2021,22,Werder Bremen,Ein Frankfurt,2,1
2021-02-27,2020/2021,23,Bayern Munich,FC Koln,5,1
2021-02-27,2020/2021,23,Dortmund,Bielefeld,3,0
2021-02-27,2020/2021,23,Wolfsburg,Hertha,2,0
2021-02-27,2020/2021,23,RB Leipzig,M'gladbach,3,2
2021-02-27,2020/2021,23,Stuttgart,Schalke 04,5,1
2021-02-28,2020/2021,23,Union Berlin,Hoffenheim,1,1
2021-02-28,2020/2021,23,Mainz,Augsburg,0,1
2021-02-28,2020/2021,23,Leverkusen,Freiburg,1,2
2021-03-05,2020/2021,23,Schalke 04,Mainz,0,0
2021-03-06,2020/2021,24,Hoffenheim,Wolfsburg,2,1
2021-03-06,2020/2021,24,M'gladbach,Leverkusen,0,1
2021-03-06,2020/2021,24,Bayern Munich,Dortmund,4,2
2021-03-06,2020/2021,24,Hertha,Augsburg,2,1
2021-03-06,2020/2021,24,Ein Frankfurt,Stuttgart,1,1
2021-03-06,2020/2021,24,Freiburg,RB Leipzig,0,3
2021-03-07,2020/2021,24,FC Koln,Werder Bremen,1,1
2021-03-07,2020/2021,24,Bielefeld,Union Berlin,0,0
2021-03-10,2020/2021,24,Bielefeld,Werder Bremen,0,2
2021-03-12,2020/2021,25,Augsburg,M'gladbach,3,1
2021-03-13,2020/2021,25,Dortmund,Hertha,2,0
2021-03-13,2020/2021,25,Wolfsburg,Schalke 04,5,0
2021-03-13,2020/2021,25,Werder Bremen,Bayern Munich,1,3
2021-03-13,2020/2021,25,Mainz,Freiburg,1,0
2021-03-13,2020/2021,25,Union Berlin,FC Koln,2,1
2021-03-14,2020/2021,25,Leverkusen,Bielefeld,1,2
2021-03-14,2020/2021,25,RB Leipzig,Ein Frankfurt,1,1
2021-03-14,2020/2021,25,Stuttgart,Hoffenheim,2,0
2021-03-19,2020/2021,26,Bielefeld,RB Leipzig,0,1
2021-03-20,2020/2021,26,Werder Bremen,Wolfsburg,1,2
2021-03-20,2020/2021,26,Schalke 04,M'gladbach,0,3
2021-03-20,2020/2021,26,FC Koln,Dortmund,2,2
2021-03-20,2020/2021,26,Bayern Munich,Stuttgart,4,0
2021-03-20,2020/2021,26,Ein Frankfurt,Union Berlin,5,2
2021-03-21,2020/2021,26,Hoffenheim,Mainz,1,2
2021-03-21,2020/2021,26,Hertha,Leverkusen,3,0
2021-03-21,2020/2021,26,Freiburg,Augsburg,2,0
2021-04-03,2020/2021,27,M'gladbach,Freiburg,2,1
2021-04-03,2020/2021,27,RB Leipzig,Bayern Munich,0,1
2021-04-03,2020/2021,27,Wolfsburg,FC Koln,1,0
2021-04-03,2020/2021,27,Mainz,Bielefeld,1,1
2021-04-03,2020/2021,27,Leverkusen,Schalke 04,2,1
2021-04-03,2020/2021,27,Dortmund,Ein Frankfurt,1,2
2021-04-03,2020/2021,27,Augsburg,Hoffenheim,2,1
2021-04-04,2020/2021,27,Stuttgart,Werder Bremen,1,0
2021-04-04,2020/2021,27,Union Berlin,Hertha,1,1
2021-04-09,2020/2021,28,Bielefeld,Freiburg,1,0
2021-04-10,2020/2021,28,Stuttgart,Dortmund,2,3
2021-04-10,2020/2021,28,Werder Bremen,RB Leipzig,1,4
2021-04-10,2020/2021,28,Hertha,M'gladbach,2,2
2021-04-10,2020/2021,28,Ein Frankfurt,Wolfsburg,4,3
2021-04-10,2020/2021,28,Bayern Munich,Union Berlin,1,1
2021-04-11,2020/2021,28,Schalke 04,Augsburg,1,0
2021-04-11,2020/2021,28,FC Koln,Mainz,2,3
2021-04-12,2020/2021,28,Hoffenheim,Leverkusen,0,0
2021-04-16,2020/2021,29,RB Leipzig,Hoffenheim,0,0
2021-04-17,2020/2021,29,Leverkusen,FC Koln,3,0
2021-04-17,2020/2021,29,Wolfsburg,Bayern Munich,2,3
2021-04-17,2020/2021,29,Union Berlin,Stuttgart,2,1
2021-04-17,2020/2021,29,M'gladbach,Ein Frankfurt,4,0
2021-04-17,2020/2021,29,Freiburg,Schalke 04,4,0
2021-04-17,2020/2021,29,Augsburg,Bielefeld,0,0
2021-04-18,2020/2021,29,Dortmund,Werder Bremen,4,1
2021-04-20,2020/2021,29,FC Koln,RB Leipzig,2,1
2021-04-20,2020/2021,30,Bayern Munich,Leverkusen,2,0
2021-04-20,2020/2021,30,Bielefeld,Schalke 04,1,0
2021-04-20,2020/2021,30,Ein Frankfurt,Augsburg,2,0
2021-04-21,2020/2021,30,Stuttgart,Wolfsburg,1,3
2021-04-21,2020/2021,30,Werder Bremen,Mainz,0,1
2021-04-21,2020/2021,30,Dortmund,Union Berlin,2,0
2021-04-21,2020/2021,30,Hoffenheim,M'gladbach,3,2
2021-04-23,2020/2021,30,Augsburg,FC Koln,2,3
2021-04-24,2020/2021,30,Freiburg,Hoffenheim,1,1
2021-04-24,2020/2021,31,Mainz,Bayern Munich,2,1
2021-04-24,2020/2021,31,Union Berlin,Werder Bremen,3,1
2021-04-24,2020/2021,31,Wolfsburg,Dortmund,0,2
2021-04-24,2020/2021,31,Leverkusen,Ein Frankfurt,3,1
2021-04-25,2020/2021,31,M'gladbach,Bielefeld,5,0
2021-04-25,2020/2021,31,RB Leipzig,Stuttgart,2,0
2021-05-03,2020/2021,31,Mainz,Hertha,1,1
2021-05-06,2020/2021,31,Hertha,Freiburg,3,0
2021-05-07,2020/2021,31,Stuttgart,Augsburg,2,1
2021-05-08,2020/2021,32,Bayern Munich,M'gladbach,6,0
2021-05-08,2020/2021,32,Dortmund,RB Leipzig,3,2
2021-05-08,2020/2021,32,Hoffenheim,Schalke 04,4,2
2021-05-08,2020/2021,32,Werder Bremen,Leverkusen,0,0
2021-05-08,2020/2021,32,Wolfsburg,Union Berlin,3,0
2021-05-09,2020/2021,32,Hertha,Bielefeld,0,0
2021-05-09,2020/2021,32,Ein Frankfurt,Mainz,1,1
2021-05-09,2020/2021,32,FC Koln,Freiburg,1,4
2021-05-12,2020/2021,32,Schalke 04,Hertha,1,2
2021-05-15,2020/2021,33,Augsburg,Werder Bremen,2,0
2021-05-15,2020/2021,33,Bielefeld,Hoffenheim,1,1
2021-05-15,2020/2021,33,Freiburg,Bayern Munich,2,2
2021-05-15,2020/2021,33,Hertha,FC Koln,0,0
2021-05-15,2020/2021,33,Leverkusen,Union Berlin,1,1
2021-05-15,2020/2021,33,M'gladbach,Stuttgart,1,2
2021-05-15,2020/2021,33,Schalke 04,Ein Frankfurt,4,3
2021-05-16,2020/2021,33,Mainz,Dortmund,1,3
2021-05-16,2020/2021,33,RB Leipzig,Wolfsburg,2,2
2021-05-22,2020/2021,34,Union Berlin,RB Leipzig,2,1
2021-05-22,2020/2021,34,Stuttgart,Bielefeld,0,2
2021-05-22,2020/2021,34,Hoffenheim,Hertha,2,1
2021-05-22,2020/2021,34,Werder Bremen,M'gladbach,2,4
2021-05-22,2020/2021,34,Ein Frankfurt,Freiburg,3,1
2021-05-22,2020/2021,34,Dortmund,Leverkusen,3,1
2021-05-22,2020/2021,34,Bayern Munich,Augsburg,5,2
2021-05-22,2020/2021,34,FC Koln,Schalke 04,1,0
2021-05-22,2020/2021,34,Wolfsburg,Mainz,2,3
2021-08-13,2021/2022,1,M'gladbach,Bayern Munich,1,1
2021-08-14,2021/2022,1,Augsburg,Hoffenheim,0,4
2021-08-14,2021/2022,1,Bielefeld,Freiburg,0,0
2021-08-14,2021/2022,1,Stuttgart,Greuther Furth,5,1
2021-08-14,2021/2022,1,Union Berlin,Leverkusen,1,1
2021-08-14,2021/2022,1,Wolfsburg,Bochum,1,0
2021-08-14,2021/2022,1,Dortmund,Ein Frankfurt,5,2
2021-08-15,2021/2022,1,Mainz,RB Leipzig,1,0
2021-08-15,2021/2022,1,FC Koln,Hertha,3,1
2021-08-20,2021/2022,2,RB Leipzig,Stuttgart,4,0
2021-08-21,2021/2022,2,Leverkusen,M'gladbach,4,0
2021-08-21,2021/2022,2,Hertha,Wolfsburg,1,2
2021-08-21,2021/2022,2,Greuther Furth,Bielefeld,1,1
2021-08-21,2021/2022,2,Bochum,Mainz,2,0
2021-08-21,2021/2022,2,Ein Frankfurt,Augsburg,0,0
2021-08-21,2021/2022,2,Freiburg,Dortmund,2,1
2021-08-22,2021/2022,2,Hoffenheim,Union Berlin,2,2
2021-08-22,2021/2022,2,Bayern Munich,FC Koln,3,2
2021-08-27,2021/2022,3,Dortmund,Hoffenheim,3,2
2021-08-28,2021/2022,3,Stuttgart,Freiburg,2,3
2021-08-28,2021/2022,3,Bayern Munich,Hertha,5,0
2021-08-28,2021/2022,3,Mainz,Greuther Furth,3,0
2021-08-28,2021/2022,3,Augsburg,Leverkusen,1,4
2021-08-28,2021/2022,3,Bielefeld,Ein Frankfurt,1,1
2021-08-28,2021/2022,3,FC Koln,Bochum,2,1
2021-08-29,2021/2022,3,Union Berlin,M'gladbach,2,1
2021-08-29,2021/2022,3,Wolfsburg,RB Leipzig,1,0
2021-09-11,2021/2022,4,Freiburg,FC Koln,1,1
2021-09-11,2021/2022,4,Greuther Furth,Wolfsburg,0,2
2021-09-11,2021/2022,4,Hoffenheim,Mainz,0,2
2021-09-11,2021/2022,4,Leverkusen,Dortmund,3,4
2021-09-11,2021/2022,4,Union Berlin,Augsburg,0,0
2021-09-11,2021/2022,4,RB Leipzig,Bayern Munich,1,4
2021-09-12,2021/2022,4,Ein Frankfurt,Stuttgart,1,1
2021-09-12,2021/2022,4,Bochum,Hertha,1,3
2021-09-12,2021/2022,4,M'gladbach,Bielefeld,3,1
2021-09-17,2021/2022,5,Hertha,Greuther Furth,2,1
2021-09-18,2021/2022,5,FC Koln,RB Leipzig,1,1
2021-09-18,2021/2022,5,Mainz,Freiburg,0,0
2021-09-18,2021/2022,5,Augsburg,M'gladbach,1,0
2021-09-18,2021/2022,5,Bayern Munich,Bochum,7,0
2021-09-18,2021/2022,5,Bielefeld,Hoffenheim,0,0
2021-09-19,2021/2022,5,Stuttgart,Leverkusen,1,3
2021-09-19,2021/2022,5,Dortmund,Union Berlin,4,2
2021-09-19,2021/2022,5,Wolfsburg,Ein Frankfurt,1,1
2021-09-24,2021/2022,6,Greuther Furth,Bayern Munich,1,3
2021-09-25,2021/2022,6,Ein Frankfurt,FC Koln,1,1
2021-09-25,2021/2022,6,Hoffenheim,Wolfsburg,3,1
2021-09-25,2021/2022,6,RB Leipzig,Hertha,6,0
2021-09-25,2021/2022,6,Union Berlin,Bielefeld,1,0
2021-09-25,2021/2022,6,M'gladbach,Dortmund,1,0
2021-09-25,2021/2022,6,Leverkusen,Mainz,1,0
2021-09-26,2021/2022,6,Bochum,Stuttgart,0,0
2021-09-26,2021/2022,6,Freiburg,Augsburg,3,0
2021-10-01,2021/2022,7,FC Koln,Greuther Furth,3,1
2021-10-02,2021/2022,7,Wolfsburg,M'gladbach,1,3
2021-10-02,2021/2022,7,RB Leipzig,Bochum,3,0
2021-10-02,2021/2022,7,Stuttgart,Hoffenheim,3,1
2021-10-02,2021/2022,7,Dortmund,Augsburg,2,1
2021-10-02,2021/2022,7,Hertha,Freiburg,1,2
2021-10-03,2021/2022,7,Mainz,Union Berlin,1,2
2021-10-03,2021/2022,7,Bayern Munich,Ein Frankfurt,1,2
2021-10-03,2021/2022,7,Bielefeld,Leverkusen,0,4
2021-10-15,2021/2022,8,Hoffenheim,FC Koln,5,0
2021-10-16,2021/2022,8,M'gladbach,Stuttgart,1,1
2021-10-16,2021/2022,8,Union Berlin,Wolfsburg,2,0
2021-10-16,2021/2022,8,Greuther Furth,Bochum,0,1
2021-10-16,2021/2022,8,Freiburg,RB Leipzig,1,1
2021-10-16,2021/2022,8,Dortmund,Mainz,3,1
2021-10-16,2021/2022,8,Ein Frankfurt,Hertha,1,2
2021-10-17,2021/2022,8,Leverkusen,Bayern Munich,1,5
2021-10-17,2021/2022,8,Augsburg,Bielefeld,1,1
2021-10-22,2021/2022,9,Mainz,Augsburg,4,1
2021-10-23,2021/2022,9,Hertha,M'gladbach,1,0
2021-10-23,2021/2022,9,Wolfsburg,Freiburg,0,2
2021-10-23,2021/2022,9,RB Leipzig,Greuther Furth,4,1
2021-10-23,2021/2022,9,Bielefeld,Dortmund,1,3
2021-10-23,2021/2022,9,Bayern Munich,Hoffenheim,4,0
2021-10-24,2021/2022,9,FC Koln,Leverkusen,2,2
2021-10-24,2021/2022,9,Stuttgart,Union Berlin,1,1
2021-10-24,2021/2022,9,Bochum,Ein Frankfurt,2,0
2021-10-29,2021/2022,10,Hoffenheim,Hertha,2,0
2021-10-30,2021/2022,10,Ein Frankfurt,RB Leipzig,1,1
2021-10-30,2021/2022,10,Union Berlin,Bayern Munich,2,5
2021-10-30,2021/2022,10,Leverkusen,Wolfsburg,0,2
2021-10-30,2021/2022,10,Freiburg,Greuther Furth,3,1
2021-10-30,2021/2022,10,Dortmund,FC Koln,2,0
2021-10-30,2021/2022,10,Bielefeld,Mainz,1,2
2021-10-31,2021/2022,10,Augsburg,Stuttgart,4,1
2021-10-31,2021/2022,10,M'gladbach,Bochum,2,1
2021-11-05,2021/2022,11,Mainz,M'gladbach,1,1
2021-11-06,2021/2022,11,RB Leipzig,Dortmund,2,1
2021-11-06,2021/2022,11,Wolfsburg,Augsburg,1,0
2021-11-06,2021/2022,11,Stuttgart,Bielefeld,0,1
2021-11-06,2021/2022,11,Bochum,Hoffenheim,2,0
2021-11-06,2021/2022,11,Bayern Munich,Freiburg,2,1
2021-11-07,2021/2022,11,Hertha,Leverkusen,1,1
2021-11-07,2021/2022,11,FC Koln,Union Berlin,2,2
2021-11-07,2021/2022,11,Greuther Furth,Ein Frankfurt,1,2
2021-11-19,2021/2022,12,Augsburg,Bayern Munich,2,1
2021-11-20,2021/2022,12,Union Berlin,Hertha,2,0
2021-11-20,2021/2022,12,M'gladbach,Greuther Furth,4,0
2021-11-20,2021/2022,12,Leverkusen,Bochum,1,0
2021-11-20,2021/2022,12,Hoffenheim,RB Leipzig,2,0
2021-11-20,2021/2022,12,Dortmund,Stuttgart,2,1
2021-11-20,2021/2022,12,Bielefeld,Wolfsburg,2,2
2021-11-21,2021/2022,12,Freiburg,Ein Frankfurt,0,2
2021-11-21,2021/2022,12,Mainz,FC Koln,1,1
2021-11-26,2021/2022,13,Stuttgart,Mainz,2,1
2021-11-27,2021/2022,13,Bayern Munich,Bielefeld,1,0
2021-11-27,2021/2022,13,Hertha,Augsburg,1,1
2021-11-27,2021/2022,13,Wolfsburg,Dortmund,1,3
2021-11-27,2021/2022,13,FC Koln,M'gladbach,4,1
2021-11-27,2021/2022,13,Bochum,Freiburg,2,1
2021-11-27,2021/2022,13,Greuther Furth,Hoffenheim,3,6
2021-11-28,2021/2022,13,Ein Frankfurt,Union Berlin,2,1
2021-11-28,2021/2022,13,RB Leipzig,Leverkusen,1,3
2021-12-03,2021/2022,14,Union Berlin,RB Leipzig,2,1
2021-12-04,2021/2022,14,Dortmund,Bayern Munich,2,3
2021-12-04,2021/2022,14,Mainz,Wolfsburg,3,0
2021-12-04,2021/2022,14,Leverkusen,Greuther Furth,7,1
2021-12-04,2021/2022,14,Hoffenheim,Ein Frankfurt,3,2
2021-12-04,2021/2022,14,Augsburg,Bochum,2,3
2021-12-04,2021/2022,14,Bielefeld,FC Koln,1,1
2021-12-05,2021/2022,14,Stuttgart,Hertha,2,2
2021-12-05,2021/2022,14,M'gladbach,Freiburg,0,6
2021-12-10,2021/2022,15,FC Koln,Augsburg,0,2
2021-12-11,2021/2022,15,Wolfsburg,Stuttgart,0,2
2021-12-11,2021/2022,15,Hertha,Bielefeld,2,0
2021-12-11,2021/2022,15,RB Leipzig,M'gladbach,4,1
2021-12-11,2021/2022,15,Bochum,Dortmund,1,1
2021-12-11,2021/2022,15,Bayern Munich,Mainz,2,1
2021-12-11,2021/2022,15,Freiburg,Hoffenheim,1,2
2021-12-12,2021/2022,15,Greuther Furth,Union Berlin,1,0
2021-12-12,2021/2022,15,Ein Frankfurt,Leverkusen,5,2
2021-12-14,2021/2022,16,Stuttgart,Bayern Munich,0,5
2021-12-14,2021/2022,16,Bielefeld,Bochum,2,0
2021-12-14,2021/2022,16,Mainz,Hertha,4,0
2021-12-14,2021/2022,16,Wolfsburg,FC Koln,2,3
2021-12-15,2021/2022,16,Union Berlin,Freiburg,0,0
2021-12-15,2021/2022,16,Leverkusen,Hoffenheim,2,2
2021-12-15,2021/2022,16,Augsburg,RB Leipzig,1,1
2021-12-15,2021/2022,16,M'gladbach,Ein Frankfurt,2,3
2021-12-15,2021/2022,16,Dortmund,Greuther Furth,3,0
2021-12-17,2021/2022,17,Bayern Munich,Wolfsburg,4,0
2021-12-18,2021/2022,17,RB Leipzig,Bielefeld,0,2
2021-12-18,2021/2022,17,Bochum,Union Berlin,0,1
2021-12-18,2021/2022,17,Ein Frankfurt,Mainz,1,0
2021-12-18,2021/2022,17,Greuther Furth,Augsburg,0,0
2021-12-18,2021/2022,17,Hoffenheim,M'gladbach,1,1
2021-12-18,2021/2022,17,Hertha,Dortmund,3,2
2021-12-19,2021/2022,17,FC Koln,Stuttgart,1,0
2021-12-19,2021/2022,17,Freiburg,Leverkusen,2,1
2022-01-07,2021/2022,18,Bayern Munich,M'gladbach,1,2
2022-01-08,2021/2022,18,Freiburg,Bielefeld,2,2
2022-01-08,2021/2022,18,Greuther Furth,Stuttgart,0,0
2022-01-08,2021/2022,18,Hoffenheim,Augsburg,3,1
2022-01-08,2021/2022,18,Leverkusen,Union Berlin,2,2
2022-01-08,2021/2022,18,RB Leipzig,Mainz,4,1
2022-01-08,2021/2022,18,Ein Frankfurt,Dortmund,2,3
2022-01-09,2021/2022,18,Hertha,FC Koln,1,3
2022-01-09,2021/2022,18,Bochum,Wolfsburg,1,0
2022-01-14,2021/2022,19,Dortmund,Freiburg,5,1
2022-01-15,2021/2022,19,Wolfsburg,Hertha,0,0
2022-01-15,2021/2022,19,Union Berlin,Hoffenheim,2,1
2022-01-15,2021/2022,19,FC Koln,Bayern Munich,0,4
2022-01-15,2021/2022,19,Mainz,Bochum,1,0
2022-01-15,2021/2022,19,M'gladbach,Leverkusen,1,2
2022-01-15,2021/2022,19,Stuttgart,RB Leipzig,0,2
2022-01-16,2021/2022,19,Bielefeld,Greuther Furth,2,2
2022-01-16,2021/2022,19,Augsburg,Ein Frankfurt,1,1
2022-01-21,2021/2022,20,Ein Frankfurt,Bielefeld,0,2
2022-01-22,2021/2022,20,M'gladbach,Union Berlin,1,2
2022-01-22,2021/2022,20,Bochum,FC Koln,2,2
2022-01-22,2021/2022,20,Leverkusen,Augsburg,5,1
2022-01-22,2021/2022,20,Freiburg,Stuttgart,2,0
2022-01-22,2021/2022,20,Greuther Furth,Mainz,2,1
2022-01-22,2021/2022,20,Hoffenheim,Dortmund,2,3
2022-01-23,2021/2022,20,RB Leipzig,Wolfsburg,2,0
2022-01-23,2021/2022,20,Hertha,Bayern Munich,1,4
2022-02-04,2021/2022,21,Hertha,Bochum,1,1
2022-02-05,2021/2022,21,Stuttgart,Ein Frankfurt,2,3
2022-02-05,2021/2022,21,Augsburg,Union Berlin,2,0
2022-02-05,2021/2022,21,Bielefeld,M'gladbach,1,1
2022-02-05,2021/2022,21,FC Koln,Freiburg,1,0
2022-02-05,2021/2022,21,Mainz,Hoffenheim,2,0
2022-02-05,2021/2022,21,Bayern Munich,RB Leipzig,3,2
2022-02-06,2021/2022,21,Wolfsburg,Greuther Furth,4,1
2022-02-06,2021/2022,21,Dortmund,Leverkusen,2,5
2022-02-11,2021/2022,22,RB Leipzig,FC Koln,3,1
2022-02-12,2021/2022,22,Leverkusen,Stuttgart,4,2
2022-02-12,2021/2022,22,M'gladbach,Augsburg,3,2
2022-02-12,2021/2022,22,Greuther Furth,Hertha,2,1
2022-02-12,2021/2022,22,Bochum,Bayern Munich,4,2
2022-02-12,2021/2022,22,Ein Frankfurt,Wolfsburg,0,2
2022-02-12,2021/2022,22,Freiburg,Mainz,1,1
2022-02-13,2021/2022,22,Union Berlin,Dortmund,0,3
2022-02-13,2021/2022,22,Hoffenheim,Bielefeld,2,0
2022-02-18,2021/2022,23,Mainz,Leverkusen,3,2
2022-02-19,2021/2022,23,FC Koln,Ein Frankfurt,1,0
2022-02-19,2021/2022,23,Stuttgart,Bochum,1,1
2022-02-19,2021/2022,23,Wolfsburg,Hoffenheim,1,2
2022-02-19,2021/2022,23,Augsburg,Freiburg,1,2
2022-02-19,2021/2022,23,Bielefeld,Union Berlin,1,0
2022-02-20,2021/2022,23,Bayern Munich,Greuther Furth,4,1
2022-02-20,2021/2022,23,Dortmund,M'gladbach,6,0
2022-02-20,2021/2022,23,Hertha,RB Leipzig,1,6
2022-02-25,2021/2022,24,Hoffenheim,Stuttgart,2,1
2022-02-26,2021/2022,24,Ein Frankfurt,Bayern Munich,0,1
2022-02-26,2021/2022,24,Union Berlin,Mainz,3,1
2022-02-26,2021/2022,24,M'gladbach,Wolfsburg,2,2
2022-02-26,2021/2022,24,Greuther Furth,FC Koln,1,1
2022-02-26,2021/2022,24,Freiburg,Hertha,3,0
2022-02-26,2021/2022,24,Leverkusen,Bielefeld,3,0
2022-02-27,2021/2022,24,Bochum,RB Leipzig,0,1
2022-02-27,2021/2022,24,Augsburg,Dortmund,1,1
2022-03-04,2021/2022,25,Bielefeld,Augsburg,0,1
2022-03-05,2021/2022,25,Bayern Munich,Leverkusen,1,1
2022-03-05,2021/2022,25,Bochum,Greuther Furth,2,1
2022-03-05,2021/2022,25,Hertha,Ein Frankfurt,1,4
2022-03-05,2021/2022,25,RB Leipzig,Freiburg,1,1
2022-03-05,2021/2022,25,Wolfsburg,Union Berlin,1,0
2022-03-05,2021/2022,25,Stuttgart,M'gladbach,3,2
2022-03-06,2021/2022,25,FC Koln,Hoffenheim,0,1
